drugcategory;category_detail
2926;"['Analgesics', 'Analgesics, Non-Narcotic', 'Anticonvulsants', 'Antimanic Agents', 'Carboxamide Derivatives', 'Cardiovascular Agents', 'Central Nervous System Agents', 'Central Nervous System Depressants', 'Cytochrome P-450 Cyp1A2 Inducers', 'Cytochrome P-450 Cyp1A2 Inducers (Strong)', 'Cytochrome P-450 Cyp1A2 Inhibitors', 'Cytochrome P-450 Cyp1A2 Inhibitors (Strength Unknown)', 'Cytochrome P-450 Cyp1A2 Substrates', 'Cytochrome P-450 Cyp1A2 Substrates With A Narrow Therapeutic Index', 'Cytochrome P-450 Cyp2B6 Inducers', 'Cytochrome P-450 Cyp2B6 Inducers (Strong)', 'Cytochrome P-450 Cyp2B6 Substrates', 'Cytochrome P-450 Cyp2B6 Substrates With A Narrow Therapeutic Index', 'Cytochrome P-450 Cyp2C19 Inducers', 'Cytochrome P-450 Cyp2C19 Inducers (Moderate)', 'Cytochrome P-450 Cyp2C19 Inhibitors', 'Cytochrome P-450 Cyp2C19 Inhibitors (Strength Unknown)', 'Cytochrome P-450 Cyp2C8 Inducers', 'Cytochrome P-450 Cyp2C8 Inducers (Strength Unknown)', 'Cytochrome P-450 Cyp2C8 Substrates', 'Cytochrome P-450 Cyp2C8 Substrates With A Narrow Therapeutic Index', 'Cytochrome P-450 Cyp2C9 Inducers', 'Cytochrome P-450 Cyp2C9 Inducers (Strength Unknown)', 'Cytochrome P-450 Cyp3A Inducers', 'Cytochrome P-450 Cyp3A Inducers (Strong)', 'Cytochrome P-450 Cyp3A Substrates', 'Cytochrome P-450 Cyp3A4 Inducers', 'Cytochrome P-450 Cyp3A4 Inducers (Strong)', 'Cytochrome P-450 Cyp3A4 Substrates', 'Cytochrome P-450 Cyp3A4 Substrates With A Narrow Therapeutic Index', 'Cytochrome P-450 Cyp3A5 Inducers', 'Cytochrome P-450 Cyp3A5 Inducers (Strength Unknown)', 'Cytochrome P-450 Cyp3A5 Inducers (Strong)', 'Cytochrome P-450 Cyp3A5 Substrates', 'Cytochrome P-450 Cyp3A5 Substrates With A Narrow Therapeutic Index', 'Cytochrome P-450 Enzyme Inducers', 'Cytochrome P-450 Enzyme Inhibitors', 'Cytochrome P-450 Substrates', 'Decreased Central Nervous System Disorganized Electrical Activity', 'Dibenzazepines', 'Drugs That Are Mainly Renally Excreted', 'Drugs That Are Mainly Renally Excreted With A Narrow Therapeutic Index', 'Enzyme Inducing Antiepileptic Drugs', 'Heterocyclic Compounds, Fused-Ring', 'Immunosuppressive Agents', 'Inducers Of Drug Clearance', 'Membrane Transport Modulators', 'Miscellaneous Anticonvulsants', 'Mood Stabilizer', 'Myelosuppressive Agents', 'Narrow Therapeutic Index Drugs', 'P-Glycoprotein Inducers', 'P-Glycoprotein Substrates', 'Peripheral Nervous System Agents', 'Psychotropic Drugs', 'Sensory System Agents', 'Serotonergic Drugs Shown To Increase Risk Of Serotonin Syndrome', 'Sodium Channel Blockers', 'Thyroxine-Binding Globulin Substrates', 'Ugt1A1 Inducers', 'Ugt1A6 Inducer', 'Ugt2B7 Substrates', 'Ugt2B7 Substrates With A Narrow Therapeutic Index']"
2927;"['Human Immunoglobulin G', 'Immunoglobulin Fc Fragments']"
2928;"['Acids, Acyclic', 'Carbamates']"
2929;"['Amino Acids, Peptides, And Proteins', 'Biological Factors', 'Blood Coagulation Factors', 'Blood Proteins', 'Endopeptidases', 'Enzymes', 'Enzymes And Coenzymes', 'Hemorrhage', 'Hemostatics', 'Hydrolases', 'Increased Coagulation Factor Activity', 'Peptide Hydrolases', 'Proteins', 'Serine Endopeptidases', 'Serine Proteases']"
2930;"['Heterocyclic Compounds, Fused-Ring', 'Hormone Antagonists', 'Hormones, Hormone Substitutes, And Hormone Antagonists', 'Indoles', 'Sulfur Compounds']"
2931;"['Amines', 'Anti-Infective Agents', 'Antifungal Agents', 'Antineoplastic Agents', 'Enzyme Inhibitors', 'Histone Deacetylase Inhibitors', 'Hydroxy Acids', 'Hydroxylamines', 'Protein Synthesis Inhibitors']"
2932;"['Carbohydrates', 'Diterpenes', 'Glycosides', 'Terpenes']"
2933;"['Adrenergic Antagonists', 'Adrenergic Beta-Antagonists', 'Agents Causing Hyperkalemia', 'Bradycardia-Causing Agents', 'Cytochrome P-450 Cyp2D6 Substrates', 'Cytochrome P-450 Substrates']"
2934;"['Adrenergic Agents', 'Adrenergic Alpha-1 Receptor Antagonists', 'Adrenergic Alpha-Antagonists', 'Adrenergic Antagonists', 'Adrenergic Beta-1 Receptor Antagonists', 'Adrenergic Beta-Antagonists', 'Agents Causing Hyperkalemia', 'Alcohols', 'Amines', 'Amino Alcohols', 'Antihypertensive Agents', 'Beta Blocking Agents And Thiazides', 'Beta Blocking Agents, Selective', 'Beta Blocking Agents, Selective, And Thiazides', 'Bradycardia-Causing Agents', 'Cytochrome P-450 Cyp2D6 Substrates', 'Cytochrome P-450 Substrates', 'Neurotransmitter Agents', 'Propanols']"
2935;"['Carcinogens', 'Mutagens', 'Noxae', 'Toxic Actions']"
2936;"['Amino Acids, Peptides, And Proteins', 'Antibodies', 'Antibodies, Monoclonal', 'Blood Proteins', 'Globulins', 'Immunoglobulins', 'Immunoproteins', 'Multiple Myeloma, Drug Therapy', 'Proteins', 'Serum Globulins']"
2937;"['Alcohols', 'Carbohydrates', 'Glycerophosphates', 'Glycerophospholipids', 'Lipids', 'Membrane Lipids', 'Phosphatidic Acids', 'Phospholipids', 'Sugar Alcohols', 'Sugar Phosphates', 'Triose Sugar Alcohols']"
2938;"['Amides', 'Heterocyclic Compounds, Fused-Ring', 'Ppar Gamma, Agonists', 'Sulfones', 'Sulfur Compounds']"
2939;"['Alimentary Tract And Metabolism', 'Antiemetics And Antinauseants', 'Bcrp/Abcg2 Inhibitors', 'Cytochrome P-450 Cyp2D6 Inhibitors', 'Cytochrome P-450 Cyp2D6 Inhibitors (Moderate)', 'Cytochrome P-450 Cyp3A Substrates', 'Cytochrome P-450 Cyp3A4 Substrates', 'Cytochrome P-450 Enzyme Inhibitors', 'Cytochrome P-450 Substrates', 'Neurokinin 1 Antagonists', 'Neurokinin-1 Receptor Antagonists', 'Neurotransmitter Agents', 'P-Glycoprotein Inhibitors', 'Substance P/Neurokinin-1 Receptor Antagonist']"
2940;"['Adrenergics, Inhalants', 'Agents Producing Tachycardia', 'Agents To Treat Airway Disease', 'Alkaloids', 'Anti-Asthmatic Agents', 'Anticholinergic Agents', 'Antimuscarinics Antispasmodics', 'Atropine Derivatives', 'Autonomic Agents', 'Aza Compounds', 'Azabicyclo Compounds', 'Belladonna Alkaloids', 'Bronchodilator Agents', 'Cholinergic Agents', 'Drugs For Obstructive Airway Diseases', 'Muscarinic Antagonists', 'Nasal Preparations', 'Neurotransmitter Agents', 'Peripheral Nervous System Agents', 'Respiratory System Agents', 'Solanaceous Alkaloids', 'Tropanes']"
2941;"['Agents Producing Tachycardia', 'Agents That Reduce Seizure Threshold', 'Alcohols', 'Antidepressive Agents', 'Benzene Derivatives', 'Central Nervous System Agents', 'Central Nervous System Depressants', 'Combined Inhibitors Of Serotonin/Norepinephrine Reuptake', 'Cyclohexanes', 'Cyclohexanols', 'Cycloparaffins', 'Cytochrome P-450 Cyp2D6 Inhibitors', 'Cytochrome P-450 Cyp2D6 Inhibitors (Weak)', 'Cytochrome P-450 Cyp3A Inhibitors', 'Cytochrome P-450 Cyp3A Substrates', 'Cytochrome P-450 Cyp3A4 Inhibitors', 'Cytochrome P-450 Cyp3A4 Inhibitors (Moderate)', 'Cytochrome P-450 Cyp3A4 Substrates', 'Cytochrome P-450 Enzyme Inhibitors', 'Cytochrome P-450 Substrates', 'Drugs That Are Mainly Renally Excreted', 'Fatty Alcohols', 'Hexanols', 'Hypoglycemia-Associated Agents', 'Lipids', 'Membrane Transport Modulators', 'Nervous System', 'Neurotransmitter Agents', 'Neurotransmitter Uptake Inhibitors', 'Norepinephrine Uptake Inhibitors', 'Phenols', 'Psychoanaleptics', 'Psychotropic Drugs', 'Selective Serotonin Reuptake Inhibitors', 'Serotonergic Drugs Shown To Increase Risk Of Serotonin Syndrome', 'Serotonin Agents', 'Serotonin And Noradrenaline Reuptake Inhibitors', 'Serotonin Modulators']"
2942;"['Acids', 'Acids, Noncarboxylic', 'Anions', 'Drugs That Are Mainly Renally Excreted', 'Electrolytes', 'Ions', 'Laxatives', 'Osmotic Laxatives', 'Potassium Salt', 'Sulfur Acids', 'Sulfur Compounds', 'Sulfuric Acids']"
2943;"['Adrenergic Agonists', 'Adrenergic Beta-2 Receptor Agonists', 'Adrenergic Beta-Agonists', 'Agents Producing Tachycardia', 'Agents That Produce Hypertension', 'Alkaloids', 'Anti-Asthmatic Agents', 'Antitussive Agents', 'Autonomic Agents', 'Bronchodilator Agents', 'Central Nervous System Agents', 'Cytochrome P-450 Cyp1A2 Substrates', 'Cytochrome P-450 Substrates', 'Drugs For Obstructive Airway Diseases', 'Enzyme Inhibitors', 'Heterocyclic Compounds, Fused-Ring', 'Peripheral Nervous System Agents', 'Phosphodiesterase 5 Inhibitors', 'Phosphodiesterase Inhibitors', 'Purines', 'Purinones', 'Respiratory System Agents', 'Vasodilating Agents', 'Xanthine Derivatives']"
2944;"['Antimetabolites', 'Antineoplastic And Immunomodulating Agents', 'Antirheumatic Agents', 'Carbohydrates', 'Cytochrome P-450 Cyp1A2 Substrates', 'Cytochrome P-450 Substrates', 'Drugs That Are Mainly Renally Excreted', 'Glycosides', 'Heterocyclic Compounds, Fused-Ring', 'Immunologic Factors', 'Immunosuppressive Agents', 'Immunotherapy', 'Noxae', 'Nucleic Acid Synthesis Inhibitors', 'Nucleic Acids, Nucleotides, And Nucleosides', 'Nucleosides', 'P-Glycoprotein Substrates', 'Purine Antimetabolite', 'Purines', 'Sulfhydryl Compounds', 'Sulfur Compounds', 'Thionucleosides', 'Thiopurine Analogs', 'Toxic Actions']"
2945;"['Acids, Acyclic', 'Anti-Inflammatory Agents', 'Dicarboxylic Acids', 'Enzyme Inhibitors', 'Heterocyclic Compounds, Fused-Ring', 'Imides', 'Maleates', 'Protein Kinase C, Antagonists & Inhibitors']"
2946;"['Agents Reducing Cytokine Levels', 'Amino Acids, Peptides, And Proteins', 'Antibodies', 'Antibodies, Monoclonal', 'Antibodies, Monoclonal, Humanized', 'Antineoplastic And Immunomodulating Agents', 'Antirheumatic Agents', 'Biologics For Rheumatoid Arthritis Treatment', 'Blood Proteins', 'Cytochrome P-450 Cyp3A Inducers', 'Cytochrome P-450 Cyp3A4 Inducers', 'Cytochrome P-450 Cyp3A4 Inducers (Strength Unknown)', 'Cytochrome P-450 Cyp3A4 Inducers (Weak)', 'Cytochrome P-450 Enzyme Inducers', 'Disease-Modifying Antirheumatic Agents', 'Experimental Unapproved Treatments For Covid-19', 'Globulins', 'Immunoglobulins', 'Immunoproteins', 'Immunosuppressive Agents', 'Interleukin Inhibitors', 'Interleukin-6 Receptor Antagonist', 'Proteins', 'Serum Globulins']"
2949;"['Adrenal Cortex Hormones', 'Adrenals', 'Agents To Treat Airway Disease', 'Alimentary Tract And Metabolism', 'Anti-Asthmatic Agents', 'Anti-Inflammatory Agents', 'Antidiarrheals, Intestinal Antiinflammatory/Antiinfective Agents', 'Autonomic Agents', 'Bronchodilator Agents', 'Bsep/Abcb11 Substrates', 'Corticosteroid Hormone Receptor Agonists', 'Corticosteroids', 'Corticosteroids Acting Locally', 'Corticosteroids For Systemic Use', 'Corticosteroids, Dermatological Preparations', 'Corticosteroids, Potent (Group Iii)', 'Cytochrome P-450 Cyp2A6 Inducers', 'Cytochrome P-450 Cyp2B6 Inducers', 'Cytochrome P-450 Cyp2B6 Inducers (Strength Unknown)', 'Cytochrome P-450 Cyp2C19 Inducers', 'Cytochrome P-450 Cyp2C19 Inducers (Strength Unknown)', 'Cytochrome P-450 Cyp2C8 Inducers', 'Cytochrome P-450 Cyp2C8 Inducers (Strength Unknown)', 'Cytochrome P-450 Cyp2C9 Inducers', 'Cytochrome P-450 Cyp2C9 Inducers (Strength Unknown)', 'Cytochrome P-450 Cyp3A Inducers', 'Cytochrome P-450 Cyp3A Substrates', 'Cytochrome P-450 Cyp3A4 Inducers', 'Cytochrome P-450 Cyp3A4 Inducers (Strength Unknown)', 'Cytochrome P-450 Cyp3A4 Substrates', 'Cytochrome P-450 Cyp3A5 Inducers', 'Cytochrome P-450 Cyp3A5 Inducers (Moderate)', 'Cytochrome P-450 Enzyme Inducers', 'Cytochrome P-450 Substrates', 'Dermatologicals', 'Drugs For Obstructive Airway Diseases', 'Drugs That Are Mainly Renally Excreted', 'Fused-Ring Compounds', 'Hormones', 'Hormones, Hormone Substitutes, And Hormone Antagonists', 'Immunosuppressive Agents', 'Intestinal Antiinflammatory Agents', 'Nasal Preparations', 'Oat3/Slc22A8 Substrates', 'P-Glycoprotein Substrates', 'Peripheral Nervous System Agents', 'Pregnanes', 'Pregnenediones', 'Pregnenes', 'Respiratory System Agents', 'Steroids']"
2950;"['Amino Acids, Peptides, And Proteins', 'Antiinfectives For Systemic Use', 'Antiviral Agents', 'Antivirals For Systemic Use', 'Antivirals For Treatment Of Hcv Infections', 'Cytochrome P-450 Cyp3A Inhibitors', 'Cytochrome P-450 Cyp3A Substrates', 'Cytochrome P-450 Cyp3A4 Inhibitors', 'Cytochrome P-450 Cyp3A4 Inhibitors (Strong)', 'Cytochrome P-450 Cyp3A4 Substrates', 'Cytochrome P-450 Cyp3A5 Substrates', 'Cytochrome P-450 Enzyme Inhibitors', 'Cytochrome P-450 Substrates', 'Direct Acting Antivirals', 'Enzyme Inhibitors', 'Hcv Ns3/4A Protease Inhibitors', 'Ns3/4A Protease Inhibitors', 'Oatp1B1/Slco1B1 Inhibitors', 'Organic Anion Transporting Polypeptide 1B1 Inhibitors', 'Organic Anion Transporting Polypeptide 2B1 Inhibitors', 'P-Glycoprotein Inhibitors', 'P-Glycoprotein Substrates', 'Peptides', 'Protease Inhibitors']"
2951;"['Alkylmercury Compounds', 'Antiseptics And Disinfectants', 'Cell-Mediated Immunity', 'Compounds Used In A Research, Industrial, Or Household Setting', 'Dermatologicals', 'Ethylmercury Compounds', 'Increased Histamine Release', 'Mercurial Products', 'Organomercury Compounds', 'Organometallic Compounds', 'Pharmaceutic Aids', 'Pharmaceutical Preparations', 'Preservatives, Pharmaceutical', 'Standardized Chemical Allergen']"
2952;"['Antigout Preparations', 'Antimetabolites', 'Antioxidants', 'Bcrp/Abcg2 Substrates', 'Drugs That Are Mainly Renally Excreted', 'Enzyme Inhibitors', 'Free Radical Scavengers', 'Heterocyclic Compounds, Fused-Ring', 'Musculo-Skeletal System', 'Oat3/Slc22A8 Substrates', 'Preparations Inhibiting Uric Acid Production', 'Protective Agents', 'Purines', 'Uricosuric Agents', 'Xanthine Oxidase Inhibitors']"
2953;"['Agents That Produce Neuromuscular Block (Indirect)', 'Anti-Bacterial Agents', 'Anti-Infective Agents', 'Antibacterials For Systemic Use', 'Antiinfectives For Systemic Use', 'Naphthacenes', 'Tetracyclines']"
2954;"['Acids, Carbocyclic', 'Benzene Derivatives', 'Benzoates', 'Enzyme Inhibitors', 'Hydroxy Acids', 'Hydroxybenzoates', 'Mercuribenzoates', 'Organomercury Compounds', 'Organometallic Compounds', 'Phenols', 'Phenylmercury Compounds', 'Protease Inhibitors']"
2955;"['Agents That Produce Neuromuscular Block (Indirect)', 'Aminoglycoside Antibacterials', 'Anti-Bacterial Agents', 'Anti-Infective Agents', 'Antibacterials For Systemic Use', 'Antiinfectives For Systemic Use', 'Carbohydrates', 'Drugs That Are Mainly Renally Excreted', 'Drugs That Are Mainly Renally Excreted With A Narrow Therapeutic Index', 'Glycosides', 'Narrow Therapeutic Index Drugs', 'Nephrotoxic Agents']"
2956;"['Agrochemicals', 'Amino Acids', 'Amino Acids, Peptides, And Proteins', 'Anti-Infective Agents', 'Compounds Used In A Research, Industrial, Or Household Setting', 'Enzyme Inhibitors', 'Herbicides', 'Pesticides', 'Toxic Actions', 'Uncoupling Agents']"
2957;"['Adjuvants, Immunologic', 'Antineoplastic And Immunomodulating Agents']"
2958;"['Amides', 'Anti-Hiv Agents', 'Anti-Infective Agents', 'Anti-Retroviral Agents', 'Antiinfectives For Systemic Use', 'Antiviral Agents', 'Antivirals For Systemic Use', 'Antivirals Used In Combination For The Treatment Of Hiv Infections', 'Carbamates', 'Cytochrome P-450 Cyp2D6 Inhibitors', 'Cytochrome P-450 Cyp2D6 Inhibitors (Strength Unknown)', 'Cytochrome P-450 Cyp3A Inhibitors', 'Cytochrome P-450 Cyp3A Substrates', 'Cytochrome P-450 Cyp3A4 Inhibitors', 'Cytochrome P-450 Cyp3A4 Inhibitors (Strength Unknown)', 'Cytochrome P-450 Cyp3A4 Inhibitors (Strong)', 'Cytochrome P-450 Cyp3A4 Substrates', 'Cytochrome P-450 Enzyme Inhibitors', 'Cytochrome P-450 Substrates', 'Direct Acting Antivirals', 'Enzyme Inhibitors', 'Experimental Unapproved Treatments For Covid-19', 'Furans', 'Genito Urinary System And Sex Hormones', 'Gynecological Antiinfectives And Antiseptics', 'Hiv Protease Inhibitors', 'Hyperglycemia-Associated Agents', 'Oatp1B1/Slco1B1 Inhibitors', 'P-Glycoprotein Inducers', 'P-Glycoprotein Inhibitors', 'P-Glycoprotein Substrates', 'Protease Inhibitors', 'Sulfonamides', 'Sulfones', 'Sulfur Compounds']"
2959;"['Alimentary Tract And Metabolism', 'Bile Acid Preparations', 'Bile Acids And Derivatives', 'Bile Acids And Salts', 'Bile And Liver Therapy', 'Bile Therapy', 'Cholanes', 'Cholic Acids', 'Cytochrome P-450 Cyp3A Substrates', 'Cytochrome P-450 Cyp3A4 Substrates', 'Cytochrome P-450 Substrates', 'Fused-Ring Compounds', 'Gastrointestinal Agents', 'Steroids', 'Ugt2B7 Inhibitors']"
3003;"['Bcrp/Abcg2 Substrates', 'Cyclin-Dependent Kinase 4 Inhibitors', 'Cyclin-Dependent Kinase 6 Inhibitors', 'Cyclin-Dependent Kinases, Antagonists & Inhibitors', 'Cytochrome P-450 Cyp1A2 Inducers', 'Cytochrome P-450 Cyp1A2 Inducers (Strength Unknown)', 'Cytochrome P-450 Cyp1A2 Inhibitors', 'Cytochrome P-450 Cyp1A2 Inhibitors (Strength Unknown)', 'Cytochrome P-450 Enzyme Inducers', 'Cytochrome P-450 Enzyme Inhibitors', 'Kinase Inhibitor', 'Mate 1 Inhibitors', 'Mate 2 Inhibitors', 'Mate 2-K Inhibitors', 'Mate Inhibitors', 'Oct2 Inhibitors', 'P-Glycoprotein Substrates', 'Protein Kinase Inhibitors']"
2960;"['Acromegaly', 'Amino Acids, Peptides, And Proteins', 'Antineoplastic Agents', 'Bradycardia-Causing Agents', 'Cytochrome P-450 Cyp3A Inhibitors', 'Cytochrome P-450 Cyp3A4 Inhibitors', 'Cytochrome P-450 Cyp3A4 Inhibitors (Weak)', 'Cytochrome P-450 Enzyme Inhibitors', 'Hormones', 'Hormones, Hormone Substitutes, And Hormone Antagonists', 'Hyperglycemia-Associated Agents', 'Hypoglycemia-Associated Agents', 'Hypothalamic Hormones', 'Nerve Tissue Proteins', 'Neuropeptides', 'Other Miscellaneous Therapeutic Agents', 'Pancreatic Hormones', 'Peptide Hormones', 'Peptides', 'Pituitary And Hypothalamic Hormones And Analogues', 'Pituitary Hormone Release Inhibiting Hormones', 'Proteins', 'Somatostatin And Analogues', 'Somatostatin Receptor Agonists', 'Systemic Hormonal Preparations, Excl. Sex Hormones And Insulins']"
2961;"['Acids, Acyclic', 'Agents Acting On The Renin-Angiotensin System', 'Agents Causing Angioedema', 'Agents Causing Hyperkalemia', 'Agents Causing Muscle Toxicity', 'Angiotensin 2 Receptor Blocker', 'Angiotensin Ii Receptor Antagonists', 'Angiotensin Ii Receptor Blockers (Arbs) And Diuretics', 'Angiotensin Ii Receptor Blockers (Arbs), Plain', 'Angiotensin Ii Type 1 Receptor Blockers', 'Angiotensin Receptor Antagonists', 'Antihypertensive Agents', 'Antihypertensive Agents Indicated For Hypertension', 'Cardiovascular Agents', 'Hypotensive Agents', 'Sulfur Compounds']"
2962;"['Adrenergic Agents', 'Adrenergic Alpha-1 Receptor Antagonists', 'Adrenergic Alpha-Antagonists', 'Adrenergic Antagonists', 'Agents That Produce Hypertension', 'Amines', 'Antihypertensive Agents', 'Cardiovascular Agents', 'Ethylamines', 'Hypotensive Agents', 'Neurotransmitter Agents', 'Oct1 Inhibitors', 'Oct2 Inhibitors', 'Peripheral Alpha-1 Blockers', 'Peripheral Vasodilators', 'Vasodilating Agents']"
2963;"['Amines', 'Antihistamines For Systemic Use', 'Antihistamines For Topical Use', 'Antipruritics, Incl. Antihistamines, Anesthetics, Etc.', 'Dermatologicals', 'Diamines', 'Histamine Agents', 'Histamine Antagonists', 'Histamine H1 Antagonists', 'Neurotransmitter Agents', 'Polyamines', 'Substituted Ethylene Diamines']"
2964;"['Cholinergic Agents', 'Cholinergic Agonists', 'Muscarinic Agonists', 'Neurotransmitter Agents', 'Sulfur Compounds']"
2965;"['Carbohydrates', 'Glycosides', 'Nucleic Acids, Nucleotides, And Nucleosides', 'Nucleotides', 'Oligonucleotides', 'Polynucleotides', 'Protein Kinase C, Antagonists & Inhibitors', 'Sulfur Compounds']"
2966;"['Acids, Acyclic', 'Agents Causing Angioedema', 'Amino Acids', 'Amino Acids, Peptides, And Proteins', 'Aminobutyrates', 'Analgesics', 'Anti-Anxiety Agents', 'Anticonvulsants', 'Bradycardia-Causing Agents', 'Butyrates', 'Central Nervous System Agents', 'Central Nervous System Depressants', 'Drugs That Are Mainly Renally Excreted', 'Hypoglycemia-Associated Agents', 'Membrane Transport Modulators', 'Miscellaneous Anticonvulsants', 'Muscle Relaxants', 'Muscle Relaxants, Centrally Acting Agents', 'Nervous System', 'Peripheral Nervous System Agents', 'Potential Qtc-Prolonging Agents', 'Psychotropic Drugs', 'Qtc Prolonging Agents', 'Sensory System Agents', 'Tranquilizing Agents', 'Vasodilating Agents']"
2967;"['Antidepressive Agents', 'Central Nervous System Depressants', 'Heterocyclic Compounds, Fused-Ring', 'Neurotransmitter Agents', 'Serotonin Agents', 'Serotonin Receptor Antagonists']"
2968;"['Amides', 'Anti-Bacterial Agents', 'Anti-Infective Agents', 'Antibacterials For Systemic Use', 'Antiinfectives For Systemic Use', 'Beta-Lactams', 'Cephalosporins', 'First-Generation Cephalosporins', 'Heterocyclic Compounds, Fused-Ring', 'Lactams', 'Nephrotoxic Agents', 'Oat1/Slc22A6 Substrates', 'Oat3/Slc22A8 Inhibitors', 'Oat3/Slc22A8 Substrates', 'Sulfur Compounds', 'Thiazines']"
2969;"['Agents Causing Muscle Toxicity', 'Agents Reducing Cytokine Levels', 'Amino Acids, Peptides, And Proteins', 'Antibodies', 'Antibodies, Monoclonal', 'Antineoplastic And Immunomodulating Agents', 'Antirheumatic Agents', 'Biological Products', 'Biologics For Rheumatoid Arthritis Treatment', 'Blood Proteins', 'Complex Mixtures', 'Dermatologicals', 'Disease-Modifying Antirheumatic Agents', 'Gastrointestinal Agents', 'Globulins', 'Immunoglobulins', 'Immunoproteins', 'Immunosuppressive Agents', 'Proteins', 'Serum Globulins', 'Tumor Necrosis Factor Blockers', 'Tumor Necrosis Factor Receptor Blocking Activity']"
2970;"['Agents Causing Hyperkalemia', 'Alimentary Tract And Metabolism', 'Antiarrhythmic Agents', 'Antidiarrheals', 'Antidiarrheals, Intestinal Antiinflammatory/Antiinfective Agents', 'Antipropulsives', 'Bradycardia-Causing Agents', 'Calcium Channel Blockers', 'Cytochrome P-450 Cyp2B6 Substrates', 'Cytochrome P-450 Cyp2C8 Substrates', 'Cytochrome P-450 Cyp2D6 Substrates', 'Cytochrome P-450 Cyp3A Inhibitors', 'Cytochrome P-450 Cyp3A Substrates', 'Cytochrome P-450 Cyp3A4 Inhibitors', 'Cytochrome P-450 Cyp3A4 Inhibitors (Strong)', 'Cytochrome P-450 Cyp3A4 Substrates', 'Cytochrome P-450 Enzyme Inhibitors', 'Cytochrome P-450 Substrates', 'Gastrointestinal Agents', 'Moderate Risk Qtc-Prolonging Agents', 'Opioid Agonist', 'P-Glycoprotein Substrates', 'Piperidines', 'Qtc Prolonging Agents']"
2971;"['Alkaloids', 'Amines', 'Central Nervous System Agents', 'Central Nervous System Stimulants', 'Centrally Acting Sympathomimetics', 'Cytochrome P-450 Cyp1A2 Substrates', 'Cytochrome P-450 Substrates', 'Ethylamines', 'Heterocyclic Compounds, Fused-Ring', 'Nervous System', 'Phenethylamines', 'Psychoanaleptics', 'Psychostimulants, Agents Used For Adhd And Nootropics', 'Purines', 'Purinones', 'Xanthine Derivatives']"
