model;drug_bankID;uniprot_ID;atc_codes;pubmed_ids;interaction_type;known_action;actions;ChEMBL
drug.Drug_Protein;DB12941;P02768;['L02BB06'];;carrier;unknown;binder;CHEMBL4297185
drug.Drug_Protein;DB12941;P08684;['L02BB06'];31571146;enzyme;unknown;substrate;CHEMBL4297185
drug.Drug_Protein;DB12941;O60656;['L02BB06'];;enzyme;unknown;;CHEMBL4297185
drug.Drug_Protein;DB12941;Q9UNQ0;['L02BB06'];31571095|31571146;transporter;unknown;substrate|inhibitor;CHEMBL4297185
drug.Drug_Protein;DB12941;P08183;['L02BB06'];31571095|31571146;transporter;unknown;substrate;CHEMBL4297185
drug.Drug_Protein;DB12941;Q9Y6L6;['L02BB06'];31571146;transporter;unknown;inhibitor;CHEMBL4297185
drug.Drug_Protein;DB12941;Q9NPD5;['L02BB06'];31571146;transporter;unknown;inhibitor;CHEMBL4297185
drug.Drug_Protein;DB12945;P05177;['C02LG01', 'C02LG51', 'C02DB01'];9531521|10525281|9241657;enzyme;unknown;substrate|inhibitor;CHEMBL35505
drug.Drug_Protein;DB12952;P08684;[];15647408|12622282;enzyme;no;substrate;None
drug.Drug_Protein;DB12960;P51681;[];;target;unknown;;CHEMBL1688243
drug.Drug_Protein;DB12961;Q15722;[];11006272|7473568;target;unknown;;CHEMBL65061
drug.Drug_Protein;DB12961;Q9NPC1;[];11006272;target;unknown;;CHEMBL65061
drug.Drug_Protein;DB12961;Q07869;[];15491415;target;unknown;activator;CHEMBL65061
drug.Drug_Protein;DB12965;P00450;['D08AL30'];;target;unknown;binder;None
drug.Drug_Protein;DB12965;P02768;['D08AL30'];21188244;target;unknown;binder;None
drug.Drug_Protein;DB12965;P01023;['D08AL30'];21188244;target;unknown;binder;None
drug.Drug_Protein;DB12978;P07333;[];28716061;target;yes;inhibitor;CHEMBL3813873
drug.Drug_Protein;DB12978;P10721;[];28716061;target;unknown;inhibitor;CHEMBL3813873
drug.Drug_Protein;DB12978;P36888;[];28716061;target;unknown;inhibitor;CHEMBL3813873
drug.Drug_Protein;DB12978;P09619;[];28716061;target;unknown;inhibitor;CHEMBL3813873
drug.Drug_Protein;DB12978;P02768;[];;carrier;unknown;binder;CHEMBL3813873
drug.Drug_Protein;DB12978;P02763;[];;carrier;unknown;binder;CHEMBL3813873
drug.Drug_Protein;DB12978;P08684;[];;enzyme;unknown;substrate|inhibitor|inducer;CHEMBL3813873
drug.Drug_Protein;DB12978;P22310;[];;enzyme;unknown;substrate;CHEMBL3813873
drug.Drug_Protein;DB12978;P20813;[];;enzyme;unknown;inhibitor|inducer;CHEMBL3813873
drug.Drug_Protein;DB12978;P11712;[];;enzyme;unknown;inhibitor;CHEMBL3813873
drug.Drug_Protein;DB12978;P22309;[];;enzyme;unknown;inhibitor;CHEMBL3813873
drug.Drug_Protein;DB12978;Q96FL8;[];;transporter;unknown;inhibitor;CHEMBL3813873
drug.Drug_Protein;DB12978;Q86VL8;[];;transporter;unknown;inhibitor;CHEMBL3813873
drug.Drug_Protein;DB12978;Q9Y6L6;[];;transporter;unknown;inhibitor;CHEMBL3813873
drug.Drug_Protein;DB12978;Q9NPD5;[];;transporter;unknown;inhibitor;CHEMBL3813873
drug.Drug_Protein;DB12978;O94956;[];;transporter;unknown;inhibitor;CHEMBL3813873
drug.Drug_Protein;DB13003;P04150;['H02AB17'];15677712;target;unknown;;CHEMBL2105842
drug.Drug_Protein;DB13003;P08684;['H02AB17'];20482443;enzyme;unknown;inducer;CHEMBL2105842
drug.Drug_Protein;DB13003;P20815;['H02AB17'];20482443;enzyme;unknown;inducer;CHEMBL2105842
drug.Drug_Protein;DB13007;Q96NY8;[];;target;unknown;binder|antibody;None
drug.Drug_Protein;DB13007;P08684;[];;enzyme;unknown;substrate;None
drug.Drug_Protein;DB13007;P08183;[];;transporter;unknown;substrate;None
drug.Drug_Protein;DB13014;P08263;[];15461448;target;unknown;;CHEMBL286494
drug.Drug_Protein;DB13014;P09211;[];15461448;target;unknown;;CHEMBL286494
drug.Drug_Protein;DB13014;P02768;[];15461448;carrier;unknown;;CHEMBL286494
drug.Drug_Protein;DB13025;P14416;['N05AL03'];11520476;target;yes;blocker;CHEMBL84158
drug.Drug_Protein;DB13025;P35462;['N05AL03'];11520476;target;yes;blocker;CHEMBL84158
drug.Drug_Protein;DB13036;Q9Y5Y4;[];16256979;target;unknown;;CHEMBL361812
drug.Drug_Protein;DB13044;Q07817;[];16020667;target;unknown;;CHEMBL51483
drug.Drug_Protein;DB13061;O14965;[];;target;unknown;;CHEMBL259084
drug.Drug_Protein;DB13074;Q92847;['V04CD06'];;target;unknown;agonist;CHEMBL278623
drug.Drug_Protein;DB13074;P08684;['V04CD06'];;enzyme;unknown;substrate;CHEMBL278623
drug.Drug_Protein;DB13083;O43174;[];17714122;target;unknown;;CHEMBL459505
drug.Drug_Protein;DB13125;P40238;['B02BX07'];29274361|26666417;target;yes;agonist;CHEMBL2107831
drug.Drug_Protein;DB13125;Q02928;['B02BX07'];;enzyme;unknown;substrate;CHEMBL2107831
drug.Drug_Protein;DB13125;P08183;['B02BX07'];;transporter;unknown;substrate;CHEMBL2107831
drug.Drug_Protein;DB13125;Q9UNQ0;['B02BX07'];;transporter;unknown;substrate;CHEMBL2107831
drug.Drug_Protein;DB13127;P05231;[];24670876;target;yes;antagonist;None
drug.Drug_Protein;DB13132;P20813;['P01BE01'];27709010|22679214;enzyme;no;substrate|inducer;CHEMBL269671
drug.Drug_Protein;DB13133;P00451;['B02BD06', 'B02BD10'];28379876|26239086;target;yes;stabilization;None
drug.Drug_Protein;DB13133;P02452;['B02BD06', 'B02BD10'];28379876|26239086;target;yes;binder;None
drug.Drug_Protein;DB13133;Q76LX8;['B02BD06', 'B02BD10'];18263586;enzyme;no;substrate;None
drug.Drug_Protein;DB13136;P11712;['B01AA12'];22149257;enzyme;unknown;substrate;CHEMBL24924
drug.Drug_Protein;DB13139;P07550;[];;target;yes;agonist;CHEMBL1002
drug.Drug_Protein;DB13139;Q9Y6L6;[];;transporter;no;substrate;CHEMBL1002
drug.Drug_Protein;DB13139;Q9NPD5;[];;transporter;no;substrate;CHEMBL1002
drug.Drug_Protein;DB13144;Q99062;['L03AA10'];;target;yes;agonist;None
drug.Drug_Protein;DB13146;Q15758;['V09IX12'];;target;yes;binder;CHEMBL254468
drug.Drug_Protein;DB13146;Q9UM01;['V09IX12'];;target;yes;binder;CHEMBL254468
drug.Drug_Protein;DB13146;Q8WY07;['V09IX12'];;target;yes;binder;CHEMBL254468
drug.Drug_Protein;DB13146;P42261;['V09IX12'];;target;no;inhibitor;CHEMBL254468
drug.Drug_Protein;DB13146;P42262;['V09IX12'];;target;no;inhibitor;CHEMBL254468
drug.Drug_Protein;DB13146;P42263;['V09IX12'];;target;no;inhibitor;CHEMBL254468
drug.Drug_Protein;DB13146;P48058;['V09IX12'];;target;no;inhibitor;CHEMBL254468
drug.Drug_Protein;DB13146;O15439;['V09IX12'];;transporter;no;substrate;CHEMBL254468
drug.Drug_Protein;DB13149;P12259;[];8063724;target;yes;antagonist;None
drug.Drug_Protein;DB13149;P00742;[];8063724;target;yes;antagonist;None
drug.Drug_Protein;DB13149;P04070;[];24835672;target;yes;cofactor;None
drug.Drug_Protein;DB13150;P13726;['B02BD01', 'B02BD05'];;target;yes;activator;None
drug.Drug_Protein;DB13150;P00742;['B02BD01', 'B02BD05'];;target;yes;activator;None
drug.Drug_Protein;DB13150;P00740;['B02BD01', 'B02BD05'];;target;yes;activator;None
drug.Drug_Protein;DB13151;P00742;['B02BD03'];15385040;target;yes;agonist;None
drug.Drug_Protein;DB13151;P00734;['B02BD03'];15385040;target;yes;agonist;None
drug.Drug_Protein;DB13151;P02671;['B02BD03'];15385040;target;yes;cleavage;None
drug.Drug_Protein;DB13151;P02675;['B02BD03'];15385040;target;yes;cleavage;None
drug.Drug_Protein;DB13151;P00488;['B02BD03'];15385040;target;yes;agonist;None
drug.Drug_Protein;DB13151;P12259;['B02BD03'];15385040;target;yes;agonist;None
drug.Drug_Protein;DB13151;P00451;['B02BD03'];15385040;target;yes;agonist;None
drug.Drug_Protein;DB13151;P08709;['B02BD03'];15385040;target;yes;agonist;None
drug.Drug_Protein;DB13152;P00742;['B02BD04', 'B02BD01'];1391956|8083242|9079657|10933803|10919405|11752352|659613;target;yes;activator;None
drug.Drug_Protein;DB13152;P03951;['B02BD04', 'B02BD01'];10593931|11342438|659613;target;yes;ligand;None
drug.Drug_Protein;DB13152;P08709;['B02BD04', 'B02BD01'];10192655|10381508|10498586|10617609|10938981|659613;target;yes;ligand;None
drug.Drug_Protein;DB13152;P00451;['B02BD04', 'B02BD01'];11150722|12719776|12826528|14598591|16476097|659613;target;yes;cofactor;None
drug.Drug_Protein;DB13152;P00734;['B02BD04', 'B02BD01'];10498586|10499904|10499905|10648407|11019961;target;unknown;;None
drug.Drug_Protein;DB13152;Q07954;['B02BD04', 'B02BD01'];17139284|17016423|12522212;target;unknown;;None
drug.Drug_Protein;DB13152;P38435;['B02BD04', 'B02BD01'];14660587|9115224|8506307|9748333|9141486;target;unknown;;None
drug.Drug_Protein;DB13153;Q9Y6L6;[];;transporter;unknown;substrate;CHEMBL1096927
drug.Drug_Protein;DB13153;Q9NPD5;[];;transporter;unknown;substrate;CHEMBL1096927
drug.Drug_Protein;DB13154;P35499;[];14662728;target;unknown;;CHEMBL57053
drug.Drug_Protein;DB13154;Q9NPD5;[];;transporter;unknown;substrate;CHEMBL57053
drug.Drug_Protein;DB13155;P10275;[];;target;unknown;agonist;CHEMBL482581
drug.Drug_Protein;DB13155;O94925;[];;enzyme;unknown;substrate;CHEMBL482581
drug.Drug_Protein;DB13158;P04150;['D07AB01', 'S01CA11', 'S01BA09'];;target;yes;agonist;None
drug.Drug_Protein;DB13158;P08684;['D07AB01', 'S01CA11', 'S01BA09'];;enzyme;no;substrate;None
drug.Drug_Protein;DB13161;B4DP61;['M09AX07'];;target;yes;antisense oligonucleotide;None
drug.Drug_Protein;DB13164;P00533;['L01XE40'];;target;yes;inhibitor;CHEMBL3786343
drug.Drug_Protein;DB13165;Q13464;[];;target;unknown;inhibitor;CHEMBL3426621
drug.Drug_Protein;DB13165;O75116;[];;target;unknown;inhibitor;CHEMBL3426621
drug.Drug_Protein;DB13166;P12821;['C09BA15', 'C09AA15'];17355163;target;yes;inhibitor;CHEMBL331378
drug.Drug_Protein;DB13167;P35354;['M01AB06'];241595;target;yes;antagonist;CHEMBL94081
drug.Drug_Protein;DB13168;O95864;[];22570770;enzyme;unknown;substrate;None
drug.Drug_Protein;DB13168;O60427;[];22570770;enzyme;unknown;substrate;None
drug.Drug_Protein;DB13168;P35354;[];22570770;enzyme;unknown;substrate;None
drug.Drug_Protein;DB13168;P09917;[];22570770;enzyme;unknown;substrate;None
drug.Drug_Protein;DB13170;P33402;['A06AX07'];;target;yes;agonist;CHEMBL2103867
drug.Drug_Protein;DB13173;P11717;['A16AB17'];22792360;target;unknown;ligand;CHEMBL3544921
drug.Drug_Protein;DB13174;Q13133;[];23139635;target;unknown;inhibitor;CHEMBL418068
drug.Drug_Protein;DB13174;P55055;[];23139635;target;unknown;inhibitor;CHEMBL418068
drug.Drug_Protein;DB13174;P09917;[];22449441;target;unknown;inhibitor;CHEMBL418068
drug.Drug_Protein;DB13174;P05177;[];18814214;enzyme;unknown;inhibitor;CHEMBL418068
drug.Drug_Protein;DB13174;P05181;[];18814214;enzyme;unknown;inhibitor;CHEMBL418068
drug.Drug_Protein;DB13174;P11712;[];18814214|29488228;enzyme;unknown;inhibitor;CHEMBL418068
drug.Drug_Protein;DB13174;P10635;[];18814214;enzyme;unknown;inhibitor;CHEMBL418068
drug.Drug_Protein;DB13178;P53794;['A11HA07'];12133831;transporter;no;substrate;CHEMBL1222251
drug.Drug_Protein;DB13179;O75469;['J01FA08'];15039302;target;unknown;activator;CHEMBL564085
drug.Drug_Protein;DB13179;P20815;['J01FA08'];15557344;enzyme;unknown;inhibitor;CHEMBL564085
drug.Drug_Protein;DB13179;Q9HB55;['J01FA08'];11095572;enzyme;unknown;inducer;CHEMBL564085
drug.Drug_Protein;DB13179;P10632;['J01FA08'];26721703;enzyme;unknown;inhibitor;CHEMBL564085
drug.Drug_Protein;DB13179;P08684;['J01FA08'];;enzyme;unknown;substrate|inhibitor;CHEMBL564085
drug.Drug_Protein;DB13179;P24462;['J01FA08'];;enzyme;unknown;inhibitor;CHEMBL564085
drug.Drug_Protein;DB13179;P08183;['J01FA08'];11716514|11961113|12235267;transporter;unknown;inhibitor;CHEMBL564085
drug.Drug_Protein;DB13191;Q14353;['C01EB06'];24728259|17336114|17347380|17486546;target;yes;product of;CHEMBL1204644
drug.Drug_Protein;DB13191;P48029;['C01EB06'];16763899|16949212|16849631|17385170|17486546;target;yes;;CHEMBL1204644
drug.Drug_Protein;DB13191;P06732;['C01EB06'];17389266|17000714|1731757;target;yes;ligand;CHEMBL1204644
drug.Drug_Protein;DB13191;P12532;['C01EB06'];17139284|17016423|11538605|2394753|8662608|1731757;target;yes;ligand;CHEMBL1204644
drug.Drug_Protein;DB13191;P17540;['C01EB06'];17139284|17016423|10567223|8399219|9642223|1731757;target;yes;ligand;CHEMBL1204644
drug.Drug_Protein;DB13191;P12277;['C01EB06'];17139284|17016423|10567223|8399219|9642223|1731757;target;yes;ligand;CHEMBL1204644
drug.Drug_Protein;DB13192;P00740;['B02BD02'];;target;yes;activator;None
drug.Drug_Protein;DB13192;P00742;['B02BD02'];;target;yes;activator;None
drug.Drug_Protein;DB13192;P04070;['B02BD02'];10350471;enzyme;no;substrate;None
drug.Drug_Protein;DB13200;Q99062;['L03AA14'];;target;yes;agonist;None
drug.Drug_Protein;DB13203;P05177;['R03DA08'];22293536|8873215|19519341|8738764;enzyme;no;substrate;CHEMBL2110760
drug.Drug_Protein;DB13208;P08684;['H02AB11'];20482443;enzyme;no;substrate|inducer;CHEMBL2105359
drug.Drug_Protein;DB13208;P20815;['H02AB11'];20482443;enzyme;unknown;inducer;CHEMBL2105359
drug.Drug_Protein;DB13257;P69905;[];24310424|21694802|18954837;target;yes;binder;CHEMBL1200830
drug.Drug_Protein;DB13257;P00450;[];12907830|775938;enzyme;no;substrate;CHEMBL1200830
drug.Drug_Protein;DB13257;P81172;[];19740974|21867695;enzyme;unknown;substrate;CHEMBL1200830
drug.Drug_Protein;DB13257;P02787;[];24310424|24778671;enzyme;unknown;substrate;CHEMBL1200830
drug.Drug_Protein;DB13257;Q9BQS7;[];29070551|21462112;enzyme;unknown;substrate;CHEMBL1200830
drug.Drug_Protein;DB13257;Q53TN4;[];24310424;enzyme;unknown;substrate;CHEMBL1200830
drug.Drug_Protein;DB13257;P49281;[];24310424|29317744|11313311;transporter;unknown;substrate;CHEMBL1200830
drug.Drug_Protein;DB13257;Q9NP59;[];11313311|24778671;transporter;unknown;substrate;CHEMBL1200830
drug.Drug_Protein;DB13261;P05177;['J01MA21'];19026171|21190921;enzyme;no;inhibitor;None
drug.Drug_Protein;DB13287;P08684;['J01FA11'];11020135;enzyme;no;inhibitor;CHEMBL1091024
drug.Drug_Protein;DB13293;P10635;['R05CA04', 'V03AB01'];;enzyme;no;substrate;CHEMBL2108372
drug.Drug_Protein;DB13293;P08684;['R05CA04', 'V03AB01'];11411558;enzyme;no;substrate;CHEMBL2108372
drug.Drug_Protein;DB13338;P08684;['J01FA14'];11020135;enzyme;no;inhibitor;CHEMBL2106403
drug.Drug_Protein;DB13345;P08684;['C04AE54', 'C04AE04'];12695387;enzyme;no;substrate;CHEMBL601773
drug.Drug_Protein;DB13345;O95342;['C04AE54', 'C04AE04'];24014644;transporter;no;substrate;CHEMBL601773
drug.Drug_Protein;DB13346;P23219;['M01AB17', 'M02AA09'];1204506;target;yes;inhibitor;CHEMBL94394
drug.Drug_Protein;DB13346;P35354;['M01AB17', 'M02AA09'];1204506;target;yes;inhibitor;CHEMBL94394
drug.Drug_Protein;DB13346;Q9UBN7;['M01AB17', 'M02AA09'];21258344;target;unknown;inhibitor;CHEMBL94394
drug.Drug_Protein;DB13346;Q969S8;['M01AB17', 'M02AA09'];21258344;target;unknown;inhibitor;CHEMBL94394
drug.Drug_Protein;DB13347;P08684;['B01AA10'];21383203;enzyme;no;substrate;CHEMBL1413199
drug.Drug_Protein;DB13385;P08684;['N04BC03'];11503008|12695387;enzyme;no;substrate;None
drug.Drug_Protein;DB13396;P05543;['N03AB03'];;carrier;no;substrate;CHEMBL3707389
drug.Drug_Protein;DB13399;P08684;['G02CB06'];12169204|8666035|10331074;enzyme;no;substrate;CHEMBL73151
drug.Drug_Protein;DB13406;P11712;['A10BB06'];27092232;enzyme;unknown;substrate;CHEMBL448570
drug.Drug_Protein;DB13409;P08684;['J01FA12'];11020135;enzyme;no;inhibitor;CHEMBL1908350
drug.Drug_Protein;DB13421;P02768;['D06BB09'];8185676;carrier;no;binder;CHEMBL318153
drug.Drug_Protein;DB13443;P10635;['C07AB11'];27836712|14732961|17125412;enzyme;no;substrate;CHEMBL343633
drug.Drug_Protein;DB13449;P05177;['R03DA03', 'R03DB03'];22293536|8873215|19519341|8738764;enzyme;no;substrate;CHEMBL37390
drug.Drug_Protein;DB13456;P08684;['J01FA03'];7576262|11020135;enzyme;no;substrate|inhibitor;CHEMBL444963
drug.Drug_Protein;DB13488;P08684;['C04AX11'];22039822;enzyme;no;substrate;CHEMBL2110767
drug.Drug_Protein;DB13500;P08684;['A03CA04', 'A03AB06'];22039822;enzyme;no;substrate;CHEMBL1433361
drug.Drug_Protein;DB13501;P23219;['M02AA11', 'S01BC07'];;target;unknown;;CHEMBL1089221
drug.Drug_Protein;DB13501;P35354;['M02AA11', 'S01BC07'];;target;unknown;;CHEMBL1089221
drug.Drug_Protein;DB13503;P22303;['S01AA05', 'R02AB02', 'D06AX08'];5257018;target;unknown;inhibitor;CHEMBL577736
drug.Drug_Protein;DB13508;P10635;['C07AA27'];27836712|14732961|17125412;enzyme;no;substrate;CHEMBL156791
drug.Drug_Protein;DB13520;Q99250;['G02CB05'];24909513;target;unknown;inhibitor;CHEMBL19215
drug.Drug_Protein;DB13528;P08684;['G03AA15', 'G03FB03', 'G03AB07', 'G03DB06'];29130574;enzyme;no;substrate;CHEMBL1697830
drug.Drug_Protein;DB13530;P10635;['C07AA14'];27836712|14732961|17125412;enzyme;no;substrate;CHEMBL65717
drug.Drug_Protein;DB13573;P05177;['R03DA09'];22293536|8873215|19519341|8738764;enzyme;no;substrate;CHEMBL70246
drug.Drug_Protein;DB13581;P11229;['A03AA06'];8575526;target;yes;antagonist;None
drug.Drug_Protein;DB13581;P08172;['A03AA06'];8575526;target;yes;antagonist;None
drug.Drug_Protein;DB13581;P20309;['A03AA06'];8575526;target;yes;antagonist;None
drug.Drug_Protein;DB13581;P08173;['A03AA06'];8575526;target;yes;antagonist;None
drug.Drug_Protein;DB13581;P08912;['A03AA06'];8575526;target;yes;antagonist;None
drug.Drug_Protein;DB13592;P05177;['R03DB06', 'R03DA06'];22293536|8873215|19519341|8738764;enzyme;no;substrate;CHEMBL2104264
drug.Drug_Protein;DB13602;P08684;['G03DB07'];26327902;enzyme;no;substrate;CHEMBL196003
drug.Drug_Protein;DB13609;P08684;['J05AX13'];23357765;enzyme;unknown;substrate;CHEMBL1214598
drug.Drug_Protein;DB13609;P31513;['J05AX13'];23357765;enzyme;unknown;substrate;CHEMBL1214598
drug.Drug_Protein;DB13609;Q01740;['J05AX13'];23357765;enzyme;unknown;substrate;CHEMBL1214598
drug.Drug_Protein;DB13609;P05181;['J05AX13'];23357765;enzyme;unknown;substrate;CHEMBL1214598
drug.Drug_Protein;DB13609;P05177;['J05AX13'];23357765;enzyme;unknown;substrate;CHEMBL1214598
drug.Drug_Protein;DB13609;P10635;['J05AX13'];23357765;enzyme;unknown;substrate;CHEMBL1214598
drug.Drug_Protein;DB13609;P11712;['J05AX13'];23357765;enzyme;unknown;substrate;CHEMBL1214598
drug.Drug_Protein;DB13609;P20815;['J05AX13'];23357765;enzyme;unknown;substrate;CHEMBL1214598
drug.Drug_Protein;DB13609;O60656;['J05AX13'];24400440|23488780|23357765;enzyme;unknown;substrate|inhibitor;CHEMBL1214598
drug.Drug_Protein;DB13609;P16662;['J05AX13'];24400440;enzyme;unknown;inhibitor;CHEMBL1214598
drug.Drug_Protein;DB13615;O00206;['L03AX15'];21226638;target;yes;ligand;None
drug.Drug_Protein;DB13615;Q9HC29;['L03AX15'];21226638|20596505;target;yes;ligand;None
drug.Drug_Protein;DB13620;P54710;['A12BA05'];24253496;enzyme;no;substrate|inducer;CHEMBL2106978
drug.Drug_Protein;DB13620;P05023;['A12BA05'];24253496;transporter;no;substrate;CHEMBL2106978
drug.Drug_Protein;DB13620;Q13621;['A12BA05'];24253496;transporter;no;substrate;CHEMBL2106978
drug.Drug_Protein;DB13634;P05177;['C04AD01'];22293536|8873215|19519341|8738764;enzyme;no;substrate;CHEMBL2105338
drug.Drug_Protein;DB13675;P11712;['A10BB10'];;enzyme;unknown;substrate;CHEMBL507419
drug.Drug_Protein;DB13679;P10635;['R06AB52', 'R06AB02'];11936702|11994058;enzyme;unknown;substrate|inhibitor;CHEMBL1201353
drug.Drug_Protein;DB13685;P08684;['G03AC04', 'G03AA02'];29130574;enzyme;no;substrate;None
drug.Drug_Protein;DB13720;P20309;['A03CA08', 'A03AB15'];17139284|17016423|11752352;target;yes;antagonist;CHEMBL1201340
drug.Drug_Protein;DB13725;P08684;['G04BD05'];22039822;enzyme;no;substrate;CHEMBL363295
drug.Drug_Protein;DB13728;P08684;['D07AC12'];20482443;enzyme;unknown;inducer;CHEMBL1587228
drug.Drug_Protein;DB13728;P20815;['D07AC12'];20482443;enzyme;unknown;inducer;CHEMBL1587228
drug.Drug_Protein;DB13729;P07477;['B02AB04'];7629790|143965;target;unknown;inhibitor;CHEMBL590799
drug.Drug_Protein;DB13729;O15393;['B02AB04'];32142651;target;unknown;inhibitor;CHEMBL590799
drug.Drug_Protein;DB13729;Q9Y5Y6;['B02AB04'];22038264;target;unknown;inhibitor;CHEMBL590799
drug.Drug_Protein;DB13729;P06307;['B02AB04'];3562444;target;unknown;inhibitor;CHEMBL590799
drug.Drug_Protein;DB13746;O00555;['P03AC52', 'P03AC02'];14634047;target;unknown;blocker;CHEMBL1788403
drug.Drug_Protein;DB13746;P10632;['P03AC52', 'P03AC02'];18948380;enzyme;no;substrate;CHEMBL1788403
drug.Drug_Protein;DB13746;P11712;['P03AC52', 'P03AC02'];18948380;enzyme;no;substrate;CHEMBL1788403
drug.Drug_Protein;DB13746;P33261;['P03AC52', 'P03AC02'];18948380;enzyme;no;substrate;CHEMBL1788403
drug.Drug_Protein;DB13746;P08684;['P03AC52', 'P03AC02'];18948380;enzyme;no;substrate;CHEMBL1788403
drug.Drug_Protein;DB13749;P12277;['A12CC03'];18568054;enzyme;no;substrate|inducer;CHEMBL3989640
drug.Drug_Protein;DB13749;P00519;['A12CC03'];18568054;enzyme;no;substrate|inducer;CHEMBL3989640
drug.Drug_Protein;DB13749;P30049;['A12CC03'];18568054;enzyme;no;substrate;CHEMBL3989640
drug.Drug_Protein;DB13749;Q08828;['A12CC03'];18568054;enzyme;no;substrate;CHEMBL3989640
drug.Drug_Protein;DB13749;P33402;['A12CC03'];18568054;enzyme;no;substrate;CHEMBL3989640
drug.Drug_Protein;DB13749;P16118;['A12CC03'];18568054;enzyme;no;inducer;CHEMBL3989640
drug.Drug_Protein;DB13749;P05023;['A12CC03'];18568054;enzyme;no;inducer;CHEMBL3989640
drug.Drug_Protein;DB13751;P28845;['A05BA08'];;target;yes;antagonist;CHEMBL441687
drug.Drug_Protein;DB13751;P01375;['A05BA08'];24963489;target;yes;antagonist;CHEMBL441687
drug.Drug_Protein;DB13751;P42574;['A05BA08'];24963489;target;yes;antagonist;CHEMBL441687
drug.Drug_Protein;DB13751;P06858;['A05BA08'];23678825;target;yes;inducer;CHEMBL441687
drug.Drug_Protein;DB13751;P17516;['A05BA08'];10652246;carrier;no;substrate;CHEMBL441687
drug.Drug_Protein;DB13751;P42330;['A05BA08'];10652246;carrier;no;substrate;CHEMBL441687
drug.Drug_Protein;DB13751;P52895;['A05BA08'];10652246;carrier;no;substrate;CHEMBL441687
drug.Drug_Protein;DB13751;P02768;['A05BA08'];3378305;carrier;no;binder;CHEMBL441687
drug.Drug_Protein;DB13751;O95342;['A05BA08'];24014644;transporter;no;substrate;CHEMBL441687
drug.Drug_Protein;DB13757;P10635;['C07AB10'];17125412|14732961|27836712;enzyme;no;substrate;CHEMBL87697
drug.Drug_Protein;DB13762;P33261;['A02BC07'];23378847;enzyme;unknown;substrate;CHEMBL1615209
drug.Drug_Protein;DB13766;P08684;['C08EX01'];22039822;enzyme;no;substrate;CHEMBL92870
drug.Drug_Protein;DB13772;P05177;['J01MA10'];21190921|19026171|15199661|11990081;enzyme;no;inhibitor;CHEMBL295619
drug.Drug_Protein;DB13775;P10635;['C07AA16'];27836712|14732961|17125412;enzyme;no;substrate;CHEMBL434200
